-0.180254	0.0345748	0.364296
-0.165267	0.513294	0.566251
-0.210334	-0.4615	0.351208
-0.190463	0.367687	0.698808
-0.188893	0.392191	0.652955
-0.107756	-0.461169	0.375865
-0.10274	-0.45809	0.37375
-0.198082	0.408655	0.658077
-0.117317	-0.464374	0.337391
-0.195089	0.399231	0.6783
-0.24456	-0.0619148	0.340072
-0.119824	-0.0826753	0.331138
-0.132655	-0.0606849	0.342561
-0.232856	-0.147375	0.338229
-0.20819	0.443991	0.662593
-0.264578	0.118636	0.466276
-0.175301	0.458431	0.567521
-0.180254	0.0345748	0.364296
-0.137521	0.0956096	0.509004
-0.178277	0.110563	0.0236453
-0.20675	0.498582	0.655124
-0.164301	0.410212	0.661291
-0.13488	-0.415898	0.323131
-0.180254	0.0345748	0.364296
-0.187173	0.160933	0.613591
-0.209809	0.228752	0.157827
-0.171942	0.339623	0.674335
-0.225409	-0.146531	0.321008
-0.11619	-0.287075	0.319473
-0.116606	-0.0405373	0.349376
-0.251236	0.031357	0.364225
-0.0991949	-0.466936	0.388434
-0.114486	-0.465796	0.421064
-0.172647	0.245246	0.594083
-0.121295	-0.400413	0.315362
-0.167815	0.487135	0.679156
-0.245234	-0.0953085	0.340258
-0.08536	0.084055	0.36876
-0.214926	-0.464365	0.411211
-0.200338	0.137646	0.573829
-0.117884	-0.0832018	0.345348
-0.211099	0.469278	0.619223
-0.245976	0.016159	0.352268
-0.122358	-0.333287	0.314132
-0.121157	-0.461257	0.339335
-0.11651	0.0183858	0.363065
-0.125164	-0.223151	0.335445
-0.230368	-0.00475381	0.361874
-0.205467	0.467741	0.522533
-0.0699743	0.217081	0.394794
-0.23072	-0.0840988	0.349085
-0.190398	0.377127	0.69898
-0.190644	0.1406	0.599352
-0.11341	0.0932789	0.244013
-0.180018	0.370125	0.659319
-0.202574	0.439489	0.669726
-0.16144	0.403529	0.64014
-0.154827	0.0880598	0.572981
-0.225288	0.0224743	0.366842
-0.122872	-0.361168	0.307931
-0.237769	0.0148939	0.367194
-0.210014	-0.467349	0.380556
-0.152303	0.111332	0.60836
-0.0698618	0.120047	0.270713
-0.123867	-0.444257	0.323094
-0.245582	-0.462907	0.345747
-0.199002	0.438814	0.666065
-0.127328	-0.396717	0.306754
-0.22532	-0.438717	0.330533
-0.271175	0.120348	0.454187
-0.158964	0.437132	0.668359
-0.255047	0.0537842	0.335271
-0.181509	0.378307	0.657114
-0.128033	-0.458119	0.404018
-0.153141	0.466463	0.540366
-0.23393	-0.458013	0.322088
-0.190574	0.372721	0.672241
-0.242806	0.237048	0.204703
-0.135984	-0.460126	0.36716
-0.154175	0.0991079	0.603744
-0.138547	-0.441788	0.313336
-0.20842	0.124117	0.61612
-0.152812	0.478676	0.54577
-0.120289	-0.0733371	0.332444
-0.188424	0.114693	0.0283695
-0.128388	-0.408384	0.325426
-0.152641	0.486143	0.553835
-0.184282	0.449559	0.696424
-0.229254	0.090325	0.225861
-0.174248	0.515377	0.616012
-0.219186	-0.451015	0.329139
-0.197874	0.513856	0.581265
-0.241678	-0.46785	0.362287
-0.129733	0.289878	0.352467
-0.170151	0.381765	0.6915
-0.211039	0.450985	0.621486
-0.139149	-0.461098	0.345641
-0.174816	0.393355	0.650092
-0.205163	0.464272	0.678176
-0.109831	0.0583156	0.329499
-0.155874	0.442728	0.665947
-0.129602	-0.265658	0.311738
-0.170377	0.135008	0.0388064
-0.105138	0.0833068	0.399095
-0.180256	0.461391	0.581145
-0.193123	0.379586	0.564533
-0.125067	-0.058694	0.334534
-0.174808	0.353311	0.666582
-0.180361	0.110827	0.0360438
-0.0800493	0.151705	0.211017
-0.132245	-0.455436	0.38652
-0.152581	0.462387	0.668979
-0.22678	-0.0133375	0.344894
-0.198838	0.402261	0.642175
-0.198094	0.432114	0.61303
-0.110035	-0.222464	0.319032
-0.241339	-0.199605	0.33193
-0.127497	0.0926257	0.229011
-0.168275	0.394153	0.656647
-0.175335	0.51215	0.550916
-0.0922819	0.0735231	0.363195
-0.208592	0.0606743	0.384268
-0.197138	0.411476	0.670744
-0.206253	0.453124	0.538199
-0.223247	-0.462847	0.413598
-0.188034	0.428051	0.696125
-0.10794	-0.463011	0.353317
-0.25273	-0.461981	0.414389
-0.0921947	0.0809034	0.377442
-0.215548	-0.464592	0.324108
-0.240777	0.271775	0.411478
-0.21512	-0.461812	0.348503
-0.214038	-0.461401	0.359652
-0.151233	-0.460819	0.39447
-0.232787	-0.363178	0.306309
-0.0901302	0.0726866	0.336319
-0.110129	-0.467841	0.365559
-0.244169	-0.178409	0.31563
-0.124916	-0.452525	0.323213
-0.165552	0.229903	0.149886
-0.170719	0.513912	0.622165
-0.147865	-0.465771	0.343735
-0.231145	-0.466557	0.433463
-0.241342	-0.467621	0.347229
-0.152606	0.437563	0.621039
-0.101863	0.0599895	0.3627
-0.162596	0.43927	0.665895
-0.247673	-0.464265	0.35865
-0.11514	-0.233286	0.32696
-0.125043	-0.109612	0.324846
-0.225244	-0.389285	0.315031
-0.175307	0.389456	0.654109
-0.284644	0.213231	0.264707
-0.198855	0.433251	0.673499
-0.205127	0.467834	0.604425
-0.0985295	0.125265	0.196593
-0.223491	0.05681	0.383305
-0.102703	-0.458283	0.364914
-0.212441	0.0870209	0.505066
-0.146459	-0.466737	0.354709
-0.142828	-0.461476	0.339399
-0.202588	0.438536	0.667858
-0.117726	0.0476289	0.378414
-0.124943	-0.453796	0.32151
-0.207962	0.119251	0.623535
-0.161029	0.435832	0.665198
-0.224887	-0.0258883	0.350413
-0.144803	0.084874	0.204527
-0.127994	0.116999	0.525347
-0.209784	0.415628	0.639307
-0.261671	-0.468008	0.383508
-0.206506	-0.456893	0.381746
-0.117191	-0.0474226	0.349635
-0.237757	-0.158875	0.314156
-0.167949	0.38633	0.681478
-0.11817	-0.0319381	0.342677
-0.168144	0.355132	0.68458
-0.219428	-0.418698	0.315488
-0.168491	0.379814	0.677615
-0.245227	-0.462354	0.352126
-0.214017	-0.461186	0.339689
-0.246501	-0.46715	0.350917
-0.117655	-0.0405914	0.34216
-0.206742	-0.462828	0.402214
-0.206874	0.177687	0.636047
-0.233305	0.0291441	0.374182
-0.190652	0.420126	0.689884
-0.163524	0.416478	0.673091
-0.122796	-0.233178	0.331776
-0.151509	0.496828	0.625997
-0.11841	-0.12092	0.324672
-0.167718	0.376474	0.686552
-0.217852	-0.458161	0.324572
-0.157127	0.407235	0.645549
-0.239983	-0.0834378	0.3488
-0.177781	0.187774	0.612745
-0.142816	-0.46803	0.342507
-0.0668052	0.14147	0.420114
-0.217948	0.0712641	0.414522
-0.145358	0.126617	0.561405
-0.173702	0.339508	0.664549
-0.202346	0.440718	0.663652
-0.170466	0.345956	0.675762
-0.246122	-0.460916	0.363452
-0.220295	-0.466909	0.39211
-0.1199	-0.0687355	0.333554
-0.194968	0.398757	0.680442
-0.233834	0.266724	0.237291
-0.199344	0.442741	0.671922
-0.225159	-0.467048	0.32247
-0.248966	-0.466626	0.35714
-0.232629	-0.434603	0.328029
-0.123001	-0.460889	0.350788
-0.222221	0.0881794	0.220282
-0.234762	-0.470083	0.337945
-0.189022	0.370669	0.70386
-0.121521	-0.46959	0.338787
-0.225042	-0.45451	0.387359
-0.219044	-0.461752	0.403082
-0.216087	0.475819	0.645697
-0.134161	0.0225656	0.36199
-0.244221	-0.133604	0.335634
-0.235297	-0.220699	0.339185
-0.105575	0.273938	0.303632
-0.221187	-0.460591	0.318423
-0.312644	0.181166	0.403265
-0.146475	-0.461754	0.352124
-0.130343	0.0470466	0.378838
-0.189131	0.353547	0.695496
-0.239942	0.00472037	0.345026
-0.18317	0.437932	0.496342
-0.200483	0.115683	0.638258
-0.180377	0.318821	0.643993
-0.142368	0.233324	0.182878
-0.132585	-0.467419	0.428398
-0.17227	0.24216	0.649052
-0.215021	0.0621596	0.386451
-0.124396	-0.323788	0.306705
-0.105297	-0.467102	0.369722
-0.181137	0.419187	0.700053
-0.180322	0.462105	0.694045
-0.229518	-0.459825	0.357552
-0.124103	-0.348834	0.31065
-0.233099	-0.452361	0.314391
-0.198948	-0.466663	0.391178
-0.244119	-0.467759	0.361147
-0.220083	-0.467561	0.324584
-0.122469	-0.168855	0.332126
-0.253994	-0.466744	0.369707
-0.170668	0.0796612	0.593871
-0.210453	-0.465878	0.342612
-0.217803	-0.469244	0.339717
-0.132758	-0.459268	0.339806
-0.216494	-0.468293	0.324859
-0.175289	0.345959	0.695616
-0.160001	0.349188	0.536911
-0.14042	-0.468579	0.341674
-0.0931962	0.0711603	0.313798
-0.196686	0.410009	0.662741
-0.123271	-0.469994	0.338488
-0.154683	0.377914	0.54514
-0.171634	0.422626	0.692833
-0.298369	0.148257	0.245576
-0.1603	0.501143	0.659294
-0.154034	0.471693	0.607859
-0.120172	-0.235884	0.302499
-0.14402	-0.461595	0.34206
-0.137509	-0.47005	0.337247
-0.224491	-0.000706477	0.351967
-0.116347	-0.115132	0.338566
-0.169666	0.348141	0.680615
-0.200475	-0.469101	0.393819
-0.262751	0.138905	0.490167
-0.180254	0.0345748	0.364296
-0.187138	0.457383	0.565235
-0.194976	0.173169	0.618625
-0.161521	0.284106	0.618595
-0.195649	0.502407	0.660994
-0.244104	-0.0305295	0.349895
